,prob
345,0.0189897290298933
346,0.010404500444204691
347,0.016571642635769608
348,0.009572350811227369
349,0.020406142877000814
350,0.013613480892513704
351,0.010404500444204691
352,0.0436910696986726
353,0.03190080586793041
354,0.00980353364249071
355,0.00980353364249071
356,0.021719779408392717
357,0.022065084176286547
358,0.04563759617863464
359,0.014157732004940138
360,0.010391379500611768
361,0.010404500444204691
362,0.010404500444204691
363,0.03351951450279446
364,0.007723706746057941
365,0.03181152688974305
366,0.014870451755713537
367,0.035362052853233635
368,0.013726998237631849
369,0.015009495399374871
370,0.010404500444204691
371,0.01793710078188195
372,0.10320468216142546
373,0.0386993013170349
374,0.03577586198177336
375,0.061935944323403415
376,0.03704708050431688
377,0.032049224544046316
378,0.030499940334982118
379,0.021528429331288814
380,0.009572350811227369
381,0.02471642502351481
382,0.010003221640067762
383,0.01978239804512904
384,0.03351951450279446
385,0.016571642635769608
386,0.014929350029183391
387,0.036804821866320434
388,0.008548203997686412
389,0.007218118839972604
390,0.02471642502351481
391,0.010380542669660077
392,0.00980353364249071
393,0.04563759617863464
394,0.010058603949821152
395,0.017788059444078984
396,0.013613480892513704
397,0.032283905932189674
398,0.007218118839972604
399,0.014157732004940138
400,0.011765124084306858
401,0.04563759617863464
402,0.00980353364249071
403,0.03351951450279446
404,0.027853256121101844
405,0.03778342275604305
406,0.016699437350583702
407,0.00711725956942448
408,0.010213969853833485
409,0.016903337287187174
410,0.020476614981442643
411,0.02947752506362462
412,0.024025261848890117
413,0.08550887500477088
414,0.02854804529157214
415,0.01230521418971671
416,0.02047878723270198
417,0.031555413512709664
418,0.016891438477359796
419,0.04523264287634505
420,0.031555413512709664
421,0.013284178283058548
422,0.037889270383985686
423,0.013594401090018086
424,0.043819603549303664
425,0.010404500444204691
426,0.00980353364249071
427,0.010139688152543166
428,0.016736491402532368
429,0.02040253523669357
430,0.01192921336470223
431,0.032283905932189674
432,0.011025890441381041
433,0.033702767446367535
434,0.02471642502351481
435,0.007647358609211952
436,0.039553421387063005
437,0.0256463705837594
438,0.02471642502351481
439,0.026659667437760392
440,0.04161774402433718
441,0.013613480892513704
442,0.03181152688974305
443,0.009446469831844056
444,0.01793710078188195
445,0.031555413512709664
446,0.015009495399374871
447,0.0402192725038621
448,0.007647358609211952
449,0.033702767446367535
450,0.02471642502351481
451,0.03181152688974305
452,0.009446469831844056
453,0.014157732004940138
454,0.04419107688577938
455,0.009446469831844056
456,0.01170632847258117
457,0.015369203218293168
458,0.009572350811227369
459,0.02650612031654851
460,0.014157732004940138
461,0.03181152688974305
462,0.033702767446367535
463,0.009401772248780905
464,0.03181152688974305
465,0.04069562545707215
466,0.03351951450279446
467,0.04563759617863464
468,0.010380542669660077
469,0.030499940334982118
470,0.022065084176286547
471,0.037703288155315234
472,0.013793076341942092
473,0.007647358609211952
474,0.0375630191683279
475,0.010404500444204691
476,0.03181152688974305
477,0.03217153610940834
478,0.028124863362047014
479,0.03181152688974305
480,0.007647358609211952
481,0.010404500444204691
482,0.028669597984952763
483,0.016937275500649086
484,0.00980353364249071
485,0.012003094461235072
486,0.014157732004940138
487,0.037703288155315234
488,0.014679359189689888
489,0.03181152688974305
490,0.010404500444204691
491,0.030782037428270063
492,0.06987568108973356
493,0.029798506930185775
494,0.05092833422660546
495,0.046994505188558106
496,0.015009495399374871
497,0.010391379500611768
498,0.00711725956942448
499,0.007218118839972604
500,0.011412951614028676
501,0.016492547742703652
502,0.037703288155315234
503,0.014639113864594615
504,0.02082760011714274
505,0.01645672816969247
506,0.04909625350987185
507,0.02874377760114086
508,0.01170632847258117
509,0.01839797560773933
510,0.014157732004940138
511,0.009446469831844056
512,0.04563759617863464
513,0.010404500444204691
514,0.10791379194861306
515,0.10791379194861306
516,0.1297317215934966
517,0.1297317215934966
518,0.13508551561192025
519,0.13508551561192025
520,0.13240105774142613
521,0.13240105774142613
522,0.14248292201941806
523,0.14248292201941806
524,0.13126063906366398
525,0.13126063906366398
526,0.12212590190052976
527,0.12212590190052976
528,0.042549056786031186
529,0.042549056786031186
530,0.031555413512709664
531,0.017502128510707638
532,0.03703345141507162
533,0.9895431921987704
534,0.016492547742703652
535,0.017297443936951144
536,0.0117231532502392
537,0.026995900379935992
538,0.012416499494989046
539,0.033710423371811
540,0.009757303598258351
541,0.015313956831765375
542,0.05123632329955867
543,0.015178425354227587
544,0.014075721353610748
545,0.01628270350439691
546,0.012462836063969777
547,0.009507905350487195
548,0.03217153610940834
549,0.013488788842971644
550,0.020770667929235317
551,0.009757303598258351
552,0.009965063027495532
553,0.02271457759740691
554,0.00711725956942448
555,0.03866435272401884
556,0.009222592389305704
557,0.053882294012931015
558,0.04909625350987185
559,0.01170632847258117
560,0.05123632329955867
561,0.011970802790172385
562,0.011970802790172385
563,0.0352846386086242
564,0.030782037428270063
565,0.015009495399374871
566,0.034499921155090034
567,0.051683152005693164
568,0.015690632833308
569,0.9597604769190372
570,0.010247211265383421
571,0.00987531309392588
572,0.022029050068057828
573,0.027995787809965242
574,0.012606361924478074
575,0.00987531309392588
576,0.042566587299003034
577,0.0627317452446963
578,0.010213969853833485
579,0.04832765327071644
580,0.010277113983483195
581,0.020191044780646362
582,0.01906612331993075
583,0.015009495399374871
584,0.010247211265383421
585,0.06987568108973356
586,0.01674965979215015
587,0.010391379500611768
588,0.00987531309392588
589,0.00882446168062515
590,0.015009495399374871
591,0.012901750950089023
592,0.009757303598258351
593,0.017502128510707638
594,0.03704708050431688
595,0.013726998237631849
596,0.0117231532502392
597,0.024098642309605317
598,0.07325740379180641
599,0.022065084176286547
600,0.015369203218293168
601,0.04909625350987185
602,0.016903337287187174
603,0.016081587486112617
604,0.07598477610275381
605,0.00987531309392588
606,0.9881713010475336
607,0.030853741254991737
608,0.035917433678304835
609,0.9659436589220108
610,0.03577586198177336
611,0.008529087171211541
612,0.00987531309392588
613,0.012416499494989046
614,0.015369203218293168
615,0.036804821866320434
616,0.014929350029183391
617,0.030829375880420257
618,0.0529467919740641
619,0.014075721353610748
620,0.012416499494989046
621,0.022065084176286547
622,0.021528429331288814
623,0.01645672816969247
624,0.0402192725038621
625,0.014255792276815716
626,0.015505635600382841
627,0.04669556190614805
628,0.010650376466472251
629,0.014508745396223613
630,0.04562173282896824
631,0.012422427765650687
632,0.009222592389305704
633,0.007511326805280205
634,0.06857207140111286
635,0.05264602161054795
636,0.04422797943620991
637,0.016891438477359796
638,0.0434254135142602
639,0.008796829632578603
640,0.013342790465060287
641,0.03281973869837683
642,0.05261200884881685
643,0.010056073044483943
644,0.020476614981442643
645,0.023525747600987697
646,0.014255792276815716
647,0.00987531309392588
648,0.06987568108973356
649,0.014075721353610748
650,0.01170632847258117
651,0.031555413512709664
652,0.015313956831765375
653,0.028703247070660718
654,0.014157732004940138
655,0.01112890470463532
656,0.040364323740122034
657,0.01728164324332511
658,0.9885499454360892
659,0.04323368381765432
660,0.01207587877080628
661,0.027995787809965242
662,0.008311426079608532
663,0.014255792276815716
664,0.010056073044483943
665,0.016492547742703652
666,0.012737544488967668
667,0.0117231532502392
668,0.04909625350987185
669,0.031555413512709664
670,0.012737544488967668
671,0.03704708050431688
672,0.010247211265383421
673,0.014508745396223613
674,0.043819603549303664
675,0.036804821866320434
676,0.06836551630833453
677,0.010650376466472251
678,0.010823206149656098
679,0.015313956831765375
680,0.010247211265383421
681,0.051683152005693164
682,0.010380542669660077
683,0.09738856995271038
684,0.0529467919740641
685,0.012462836063969777
686,0.01462476862369204
687,0.0444601469314914
688,0.014255792276815716
689,0.011412951614028676
690,0.011411777628329471
691,0.014508745396223613
692,0.008332171770556002
693,0.010861086197915313
694,0.04422797943620991
695,0.030829375880420257
696,0.016492547742703652
697,0.008311426079608532
698,0.03704708050431688
699,0.015505635600382841
700,0.03866435272401884
701,0.010247211265383421
702,0.01666031266983084
703,0.00980353364249071
704,0.016571642635769608
705,0.03293849653174425
706,0.04323368381765432
707,0.02947752506362462
708,0.010247211265383421
709,0.04940885353495757
710,0.008796829632578603
711,0.032809264561891344
712,0.014255792276815716
713,0.010650376466472251
714,0.026777097375861557
715,0.012462836063969777
716,0.00711725956942448
717,0.026777097375861557
718,0.016271600473146727
719,0.012023923487080344
720,0.014255792276815716
721,0.008332171770556002
722,0.037889270383985686
723,0.9887935168391128
724,0.009460623091691852
725,0.010650376466472251
726,0.008761242606520687
727,0.0313723019792828
728,0.03039253176401186
729,0.053882294012931015
730,0.015178425354227587
731,0.02412369474243772
732,0.0117231532502392
733,0.02905495729323774
734,0.017474739020128582
735,0.00711725956942448
736,0.051793539473292086
737,0.03704708050431688
738,0.05092833422660546
739,0.02294658300945416
740,0.01462476862369204
741,0.038388543587112425
742,0.015313956831765375
743,0.030782037428270063
744,0.03704708050431688
745,0.02294658300945416
746,0.02060470846471492
747,0.02460583073760373
748,0.012023923487080344
749,0.026777097375861557
750,0.014613064798469709
751,0.01170632847258117
752,0.054230863644416816
753,0.016081587486112617
754,0.013517072130889849
755,0.017745837760909718
756,0.009757303598258351
757,0.029429492485816843
758,0.12762050024023136
759,0.010880339472062387
760,0.008796829632578603
761,0.03181152688974305
762,0.011500653233374195
763,0.016891438477359796
764,0.016692260456124708
765,0.023331933459226017
766,0.011411777628329471
767,0.9822268474522248
768,0.021528429331288814
769,0.014255792276815716
770,0.9685818901083536
771,0.011067514477189072
772,0.05659856132077783
773,0.014075721353610748
774,0.014255792276815716
775,0.9477813158698104
776,0.034499921155090034
777,0.04115360064786084
778,0.04115360064786084
779,0.07598477610275381
780,0.009757303598258351
781,0.051793539473292086
782,0.008311426079608532
783,0.00711725956942448
784,0.013284178283058548
785,0.008394602564068102
786,0.01207587877080628
787,0.026777097375861557
788,0.9838949115120498
789,0.017978972198274573
790,0.010213969853833485
791,0.009757303598258351
792,0.020770667929235317
793,0.0427308588645185
794,0.0117231532502392
795,0.037889270383985686
796,0.016891438477359796
797,0.04595101182155322
798,0.016571642635769608
799,0.009737759610464001
800,0.00711725956942448
801,0.056165395446884994
802,0.05264602161054795
803,0.03561701532814485
804,0.04832765327071644
805,0.06467066386268064
806,0.030080575620778982
807,0.06987568108973356
808,0.01170632847258117
809,0.0524892901902575
810,0.015009495399374871
811,0.00711725956942448
812,0.016692260456124708
813,0.17892703193160914
814,0.17892703193160914
815,0.14521016737964626
816,0.14521016737964626
817,0.07278386863698917
818,0.07278386863698917
819,0.03017302932221307
820,0.036049583779225236
821,0.12212590190052976
822,0.12212590190052976
823,0.04832765327071644
824,0.027853256121101844
825,0.012038368960575814
826,0.01207587877080628
827,0.04832765327071644
828,0.011738458142599823
829,0.03181152688974305
830,0.05555292115222624
831,0.02009229689800476
832,0.012627895529765171
833,0.01674965979215015
834,0.015009495399374871
835,0.014157732004940138
836,0.009278869889188765
837,0.010391379500611768
838,0.00980353364249071
839,0.006926236795228224
840,0.015769861527565432
841,0.011968200240442088
842,0.03217153610940834
843,0.014075721353610748
844,0.009446469831844056
845,0.953327880732406
846,0.006926236795228224
847,0.01613942012034886
848,0.007723706746057941
849,0.012980840582440305
850,0.013797430051292105
851,0.015947407594645798
852,0.03561701532814485
853,0.05123632329955867
854,0.009222592389305704
855,0.013342790465060287
856,0.013649727878558787
857,0.013998271999375306
858,0.021528429331288814
859,0.016492547742703652
860,0.01645672816969247
861,0.008926250180491025
862,0.016903337287187174
863,0.0117231532502392
864,0.037703288155315234
865,0.053882294012931015
866,0.0117231532502392
867,0.017978972198274573
868,0.04909625350987185
869,0.01225543039683064
870,0.02471642502351481
871,0.00980353364249071
872,0.01793710078188195
873,0.014418574364247653
874,0.012458019736531696
875,0.017745837760909718
876,0.09661048813283482
877,0.009011423018286838
878,0.01275176380737537
879,0.00980353364249071
880,0.010071223871256718
881,0.04940885353495757
882,0.98674839387853
883,0.039619204059452434
884,0.010731780634077726
885,0.016891438477359796
886,0.03577586198177336
887,0.03561701532814485
888,0.011045971820794424
889,0.05092833422660546
890,0.062230923446391785
891,0.05005991713198795
892,0.045588761175376996
893,0.011970802790172385
894,0.010247211265383421
895,0.007511326805280205
896,0.02294658300945416
897,0.00711725956942448
898,0.014699209959634604
899,0.014255792276815716
900,0.01309544434435595
901,0.027995787809965242
902,0.013342790465060287
903,0.008595251320942545
904,0.016891438477359796
905,0.015947407594645798
906,0.013284178283058548
907,0.015369203218293168
908,0.02717917639063791
909,0.03550131935526802
910,0.008595251320942545
911,0.00987531309392588
912,0.011970802790172385
913,0.016891438477359796
914,0.012588255291583514
915,0.007332775412870938
916,0.031555413512709664
917,0.007332775412870938
918,0.018224310319243844
919,0.03866435272401884
920,0.04595101182155322
921,0.016168177679576703
922,0.014418574364247653
923,0.013726998237631849
924,0.056165395446884994
925,0.01468743204353114
926,0.01468743204353114
927,0.00883104286155265
928,0.05039746432614213
929,0.0132352756471338
930,0.015009495399374871
931,0.01569542279564635
932,0.014157732004940138
933,0.007218118839972604
934,0.053882294012931015
935,0.020770667929235317
936,0.016903337287187174
937,0.036804821866320434
938,0.010505783402588023
939,0.014991510768619638
940,0.0061015140970026565
941,0.0117231532502392
942,0.02023853191681653
943,0.007443054152453755
944,0.015009495399374871
945,0.01074043893602222
946,0.021528429331288814
947,0.033710423371811
948,0.037703288155315234
949,0.01309544434435595
950,0.04491288605023279
951,0.037703288155315234
952,0.014075721353610748
953,0.014157732004940138
954,0.0529467919740641
955,0.053882294012931015
956,0.01838887919698049
957,0.016903337287187174
958,0.014401720876186196
959,0.0117231532502392
960,0.03167781844553609
961,0.010391379500611768
962,0.07485035482196464
963,0.013342790465060287
964,0.00882446168062515
965,0.015369203218293168
966,0.01113709704073309
967,0.034499921155090034
968,0.04832765327071644
969,0.013676848948845948
970,0.014014545905400829
971,0.012737544488967668
972,0.030782037428270063
973,0.04940885353495757
974,0.00882446168062515
975,0.030782037428270063
976,0.01468743204353114
977,0.016072060929566718
978,0.00883104286155265
979,0.011603540982850168
980,0.016492547742703652
981,0.031391134759087815
982,0.053882294012931015
983,0.010380542669660077
984,0.009460623091691852
985,0.016168177679576703
986,0.07636353103957072
987,0.013342790465060287
988,0.014929350029183391
989,0.037703288155315234
990,0.014157732004940138
991,0.05092833422660546
992,0.010404500444204691
993,0.01462476862369204
994,0.014929350029183391
995,0.014929350029183391
996,0.021529725736025514
997,0.04179986806310013
998,0.020191044780646362
999,0.027584306115216027
1000,0.04563759617863464
1001,0.011500653233374195
1002,0.033702767446367535
1003,0.010650376466472251
1004,0.009011423018286838
1005,0.010477859127977916
1006,0.012730938099189428
1007,0.012949426242899988
1008,0.045806552077573656
1009,0.014991510768619638
1010,0.014991510768619638
1011,0.011211454276829786
1012,0.037703288155315234
1013,0.04135890965316638
1014,0.037703288155315234
1015,0.016891438477359796
1016,0.08994081715238014
1017,0.04241786283989028
1018,0.04135890965316638
1019,0.024025261848890117
1020,0.039082566876026736
1021,0.010238263363868644
1022,0.0386993013170349
1023,0.016891438477359796
1024,0.02947752506362462
1025,0.014508745396223613
1026,0.014508745396223613
1027,0.014255792276815716
1028,0.011211618293292692
1029,0.012416499494989046
1030,0.0111708180781604
1031,0.00903682635787178
1032,0.03790623541870173
1033,0.011067514477189072
1034,0.012737544488967668
1035,0.010959023108038871
1036,0.011303337788213077
1037,0.011701747272535912
1038,0.05092833422660546
1039,0.014374348411170829
1040,0.014418574364247653
1041,0.008327354078394867
1042,0.014097241436088691
1043,0.01950397869359598
1044,0.011025890441381041
1045,0.0505656009740188
1046,0.039156755237766634
1047,0.0117231532502392
1048,0.03133948008551148
1049,0.0402192725038621
1050,0.039619204059452434
1051,0.014418574364247653
1052,0.011025890441381041
1053,0.015313956831765375
1054,0.014075721353610748
1055,0.010139053682925062
1056,0.010139053682925062
1057,0.01462476862369204
1058,0.026777097375861557
1059,0.010247211265383421
1060,0.008796829632578603
1061,0.00711725956942448
1062,0.010592278324997569
1063,0.01462476862369204
1064,0.05429625831067356
1065,0.012003094461235072
1066,0.027480814173251784
1067,0.02040253523669357
1068,0.012003094461235072
1069,0.018224310319243844
1070,0.014374348411170829
1071,0.015769861527565432
1072,0.030323918195450068
1073,0.00980353364249071
1074,0.00980353364249071
1075,0.015009495399374871
1076,0.9851845977046172
1077,0.10106684201955814
1078,0.013320978791134438
1079,0.023525747600987697
1080,0.010139053682925062
1081,0.016492547742703652
1082,0.04056502232945214
1083,0.010547850945217452
1084,0.011412951614028676
1085,0.01950397869359598
1086,0.008119520013670764
1087,0.00903682635787178
1088,0.006926236795228224
1089,0.013807078392600695
1090,0.008644759702659086
1091,0.9780756836335142
1092,0.012458019736531696
1093,0.03561701532814485
1094,0.05092833422660546
1095,0.010731780634077726
1096,0.022065084176286547
1097,0.03704708050431688
1098,0.00980353364249071
1099,0.013793076341942092
1100,0.014613064798469709
1101,0.015009495399374871
1102,0.009011423018286838
1103,0.016903337287187174
1104,0.009037765148280072
1105,0.020191044780646362
1106,0.010003221640067762
1107,0.020191044780646362
1108,0.010391379500611768
1109,0.009222592389305704
1110,0.016014856597257984
1111,0.008595251320942545
1112,0.014418574364247653
1113,0.008595251320942545
1114,0.016937275500649086
1115,0.01230521418971671
1116,0.014374348411170829
1117,0.016891438477359796
1118,0.016891438477359796
1119,0.039553421387063005
1120,0.013517072130889849
1121,0.009446469831844056
1122,0.016903337287187174
1123,0.05046706717818239
1124,0.03281973869837683
1125,0.03965730172490027
1126,0.02771581821136933
1127,0.010139053682925062
1128,0.03281973869837683
1129,0.015648219163213118
1130,0.00987531309392588
1131,0.014699209959634604
1132,0.00711725956942448
1133,0.008311426079608532
1134,0.014699209959634604
1135,0.010213969853833485
1136,0.00987531309392588
1137,0.008311426079608532
1138,0.0117231532502392
1139,0.03704708050431688
1140,0.016571642635769608
1141,0.016014856597257984
1142,0.013649727878558787
1143,0.015009495399374871
1144,0.014699209959634604
1145,0.008129853553213157
1146,0.032283905932189674
1147,0.010003221640067762
1148,0.02471642502351481
1149,0.033702767446367535
1150,0.03293849653174425
1151,0.012104107202033771
1152,0.011970802790172385
1153,0.008311426079608532
1154,0.011412951614028676
1155,0.008311426079608532
1156,0.016891438477359796
1157,0.011968200240442088
1158,0.01055281656163968
1159,0.014613064798469709
1160,0.012301051325152705
1161,0.03281973869837683
1162,0.04132947329368418
1163,0.012301051325152705
1164,0.03181152688974305
1165,0.014455972700624587
1166,0.014613064798469709
1167,0.049789541350334664
1168,0.03703345141507162
1169,0.010126969193096488
1170,0.01645672816969247
1171,0.009507905350487195
1172,0.0472578505828666
1173,0.036733071771053984
1174,0.03550131935526802
1175,0.020111083127009526
1176,0.01468743204353114
1177,0.015009495399374871
1178,0.008332171770556002
1179,0.04308834151951217
1180,0.012901750950089023
1181,0.0149952693064765
1182,0.03351951450279446
1183,0.015419116339334757
1184,0.037703288155315234
1185,0.0148175087058942
1186,0.012023923487080344
1187,0.016891438477359796
1188,0.017978972198274573
1189,0.014508745396223613
1190,0.02283863598324428
1191,0.016470889516027504
1192,0.02283863598324428
1193,0.03703345141507162
1194,0.053882294012931015
1195,0.05045539983358975
1196,0.014255792276815716
1197,0.01207587877080628
1198,0.00987531309392588
1199,0.010650376466472251
1200,0.00882446168062515
1201,0.012737544488967668
1202,0.012737544488967668
1203,0.00711725956942448
1204,0.013807078392600695
1205,0.009960397885396556
1206,0.027584306115216027
1207,0.015009495399374871
1208,0.014255792276815716
1209,0.0472578505828666
1210,0.04832765327071644
1211,0.01074043893602222
1212,0.015694899882552286
1213,0.013932469569445424
1214,0.014929350029183391
1215,0.016692260456124708
1216,0.024675632628067903
1217,0.011500653233374195
1218,0.0475379565503836
1219,0.031098494075282618
1220,0.053882294012931015
1221,0.037703288155315234
1222,0.017071358523252082
1223,0.027020535722895016
1224,0.027020535722895016
1225,0.05704742550563334
1226,0.016014856597257984
1227,0.022065084176286547
1228,0.01113709704073309
1229,0.016891438477359796
1230,0.008536205447195291
1231,0.04244753550427139
1232,0.06836551630833453
1233,0.03703345141507162
1234,0.054230863644416816
1235,0.011211618293292692
1236,0.009757303598258351
1237,0.009222592389305704
1238,0.00711725956942448
1239,0.0393233482702914
1240,0.013676848948845948
1241,0.051683152005693164
1242,0.009460623091691852
1243,0.013676848948845948
1244,0.030782037428270063
1245,0.015369203218293168
1246,0.016891438477359796
1247,0.014157732004940138
1248,0.053882294012931015
